,Date,Event,Time,Location,Category,Source
10,2024-10-13,Touch (DF),20:30,Kommunales Kino Lübeck – Kino Koki,Film,https://www.unser-luebeck.de/veranstaltungskalender/
11,2024-10-13,Wildes Land – Die Rückkehr der Natur,18:30,Kommunales Kino Lübeck – Kino Koki,Film,https://www.unser-luebeck.de/veranstaltungskalender/
12,2024-10-13,Bestattungskulturen in Lübeck und der Welt. Vom Ruheort zum Coffin Dance,10:00,Geschichtswerkstatt Herrenwyk,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
13,2024-10-13,Buddenbrooks im Behnhaus,10:00,Museum Behnhaus Drägerhaus,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
14,2024-10-13,Grass TANZBAR,10:00,Günter Grass-Haus,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
15,2024-10-13,Heather Phillipson: Extra Time,10:00,Kunsthalle St. Annen,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
16,2024-10-13,Thomas Manns „Der Zauberberg“. Fiebertraum und Höhenrausch,10:00,St. Annen-Museum,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
17,2024-10-13,Unsere Wakenitz,10:00,Museum für Natur und Umwelt,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
18,2024-10-13,Von Caspar David Friedrich bis Edvard Munch - Die Highlights der Sammlung im Drägerhaus,10:00,Museum Behnhaus Drägerhaus,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
19,2024-10-13,"Text trifft Tanke - Kunstwerke zum Thema ""Schöpfung"" lyrisch interpretiert",13:00,Kunsttankstelle Defacto Art,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
20,2024-10-13,Johannes Brahms - Beziehungszauber,14:00,Villa Brahms,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
21,2024-10-13,Meister der Magie – Nordisch Nobel,13:00,Kulturwerft Gollan,Sonstiges,https://www.unser-luebeck.de/veranstaltungskalender/
22,2024-10-13,Meister der Magie – Nordisch Nobel,19:00,Kulturwerft Gollan,Sonstiges,https://www.unser-luebeck.de/veranstaltungskalender/
0,2024-10-14,Monday Shorts - Erich-Kästner-Abend: »Kennst du das Land? Es könnte glücklich sein.«,19:30,Theaterrestaurant Dülfer,Theater,https://www.unser-luebeck.de/veranstaltungskalender/
1,2024-10-14,Musik für Harfe,19:00,Musikhochschule – Kammermusiksaal,Musik,https://www.unser-luebeck.de/veranstaltungskalender/
2,2024-10-14,Flemming Borby,20:00,Tonfink,Musik,https://www.unser-luebeck.de/veranstaltungskalender/
3,2024-10-14,Musik für Violine,20:00,Musikhochschule – Kammermusiksaal,Musik,https://www.unser-luebeck.de/veranstaltungskalender/
4,2024-10-14,Touch (OmU),18:00,Kommunales Kino Lübeck – Kino Koki,Film,https://www.unser-luebeck.de/veranstaltungskalender/
5,2024-10-14,Wildes Land – Die Rückkehr der Natur,20:30,Kommunales Kino Lübeck – Kino Koki,Film,https://www.unser-luebeck.de/veranstaltungskalender/
6,2024-10-14,Grass TANZBAR,10:00,Günter Grass-Haus,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
7,2024-10-14,Johannes Brahms - Beziehungszauber,14:00,Villa Brahms,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
0,2024-10-15,"Oh, wie schön ist Panama - Figurentheater KOLK 17",16:00,Europäisches Hansemuseum,Theater,https://www.unser-luebeck.de/veranstaltungskalender/
1,2024-10-15,Frau Bachmanns kleine Freuden - Niederdeutsche Bühne - Premiere,20:00,Theater Lübeck – Kammerspiele,Theater,https://www.unser-luebeck.de/veranstaltungskalender/
2,2024-10-15,Tim Grimm & Sergio Webb,20:00,Tonfink,Musik,https://www.unser-luebeck.de/veranstaltungskalender/
3,2024-10-15,Touch (DF),20:30,Kommunales Kino Lübeck – Kino Koki,Film,https://www.unser-luebeck.de/veranstaltungskalender/
4,2024-10-15,Wildes Land – Die Rückkehr der Natur,18:30,Kommunales Kino Lübeck – Kino Koki,Film,https://www.unser-luebeck.de/veranstaltungskalender/
5,2024-10-15,Unsere Wakenitz,09:00,Museum für Natur und Umwelt,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
6,2024-10-15,Buddenbrooks im Behnhaus,10:00,Museum Behnhaus Drägerhaus,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
7,2024-10-15,Grass TANZBAR,10:00,Günter Grass-Haus,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
8,2024-10-15,Heather Phillipson: Extra Time,10:00,Kunsthalle St. Annen,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
9,2024-10-15,Thomas Manns „Der Zauberberg“. Fiebertraum und Höhenrausch,10:00,St. Annen-Museum,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
10,2024-10-15,Von Caspar David Friedrich bis Edvard Munch - Die Highlights der Sammlung im Drägerhaus,10:00,Museum Behnhaus Drägerhaus,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
11,2024-10-15,Daina Weinland - POP-UP-GALERIE,12:00,Galeriewerkstatt Caroline Rügge,Ausstellungen,https://www.unser-luebeck.de/veranstaltungskalender/
